Product Type,Product Name,Product Code,Category Code,Subcategory Code,Make & Model,Cost,Price,Quantity,Alert Quantity, Supplier,Tax Rate Name,Tax Method,Image,Details
Standard,Focus Ring Assy,2533,MISC,,B01E,0,2.1,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8100
Standard,Bayonet Barrel Assy,2534,MISC,,B01E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8700
Standard,1G Lens Frame Assy,2535,MISC,,B01E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8000
Standard,F. Gear Assy,2536,MISC,,B01E,0,2.5,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A1200
Standard,Rear Barrel Assy(A61),2537,MISC,,B01E,0,21.8,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A9000
Standard,Main Circuit Board Assy,2538,MISC,,B01E,0,29.9,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000P9000
Standard,4G Lens Frame Assy,2539,MISC,,B01E,0,26.4,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8500
Standard,Focus Window,2540,MISC,,B01E,0,20.9,0,5,Own Stock,No Tax,exclusive,no_image.png,EB0100011704
Standard,Name Plate,2541,MISC,,B01E,0,22.3,0,5,Own Stock,No Tax,exclusive,no_image.png,EB0100011604
Standard,Fluted Barrel Assy,2542,MISC,,B01E,0,54.9,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8800
Standard,Brush  Sheet,2543,MISC,,B01E,0,154.3,0,5,Own Stock,No Tax,exclusive,no_image.png,067DE0019400
Standard,Zoom  Brush,2544,MISC,,B01E,0,33.1,0,5,Own Stock,No Tax,exclusive,no_image.png,067DE0019100
Standard,Outer Barrel Assy (Laser Mark),2545,MISC,,B01E,0,23.5,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A8300
Standard,Gear Base Plate Assy,2546,MISC,,B01E/N,0,43.1,0,5,Own Stock,No Tax,exclusive,no_image.png,EB01000A1300
Standard,Coupler Saucer,2547,MISC,,B01N,0,16.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DN00215A4
Standard,Contact  Holder 1,2548,MISC,,B01N,0,6.0,0,5,Own Stock,No Tax,exclusive,no_image.png,076DN0042101
Standard,Contact Plate,2549,MISC,,B01N,0,3.4,0,5,Own Stock,No Tax,exclusive,no_image.png,071DN0042402
Standard,Coupler,2550,MISC,,B01N,0,39.1,0,5,Own Stock,No Tax,exclusive,no_image.png,NB0100020500
Standard,Rear Masking Barrel,2551,MISC,,B01N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,NB0100040201
Standard,Contact Holder (2),2552,MISC,,B01N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,NB0100042200
Standard,Diaphragm Assy (A02),2553,MISC,,B01N,0,4.8,0,5,Own Stock,No Tax,exclusive,no_image.png,NB01000A8000
Standard,Rear Barrel Assy (A04),2554,MISC,,B01N,0,11.6,0,5,Own Stock,No Tax,exclusive,no_image.png,NB01000A8100
Standard,Mount Assy,2555,MISC,,B01N,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,NB01000A8200
Standard,Main Circuit Board Assy,2556,MISC,,B01N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,NB01000P9000
Standard,Coupler Saucer,2557,MISC,,B01S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DM00215A4
Standard,Coupler,2558,MISC,,B01S,0,1.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MB0100020502
Standard,Rear Masking Barrel,2559,MISC,,B01S,0,2.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MB0100040201
Standard,Diaphragm Assy (A02),2560,MISC,,B01S,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,MB01000A8000
Standard,Gear Base Plate Assy,2561,MISC,,B01S,0,10.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MB01000A0300
Standard,Rear Barrel Assy (A04),2562,MISC,,B01S,0,38.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MB01000A8100
Standard,Mount Assy (A05),2563,MISC,,B01S,0,15.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MB01000A8400
Standard,Main Circuit Board Assy,2564,MISC,,B01S,0,15.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MB01000P9003
Standard,Main Circuit Board Assy,2565,MISC,,B023E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023E0000+A81
Standard,Contact Block Assy,2566,MISC,,B023E,0,5.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023E0000+A82
Standard,Rear Barrel Assy,2567,MISC,,B023E,0,2.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023E0000+A83
Standard,Mount Earth Washer,2568,MISC,,B023E,0,10.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003337-0000
Standard,Mount Assy,2569,MISC,,B023E,0,33.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023E0000+A84
Standard,Rear Masking Barrel,2570,MISC,,B023E,0,43.4,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003086-0003
Standard,Semifinished Product Assy,2571,MISC,,B023E,0,10.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023E0000+A80
Standard,1G Lens Front Frame Assy,2572,MISC,,B023E/N,0,28.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+AA1
Standard,1G Lens Rear Frame Assy,2573,MISC,,B023E/N,0,48.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A88
Standard,1G Decorative Ring Assy,2574,MISC,,B023E/N,0,2.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+AA3
Standard,Filter Screw Frame,2575,MISC,,B023E/N,0,13.4,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002664-0002
Standard,Focus Sliding Post φ3.79-φ3.99,2576,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002685-0000
Standard,1G Adjustment Washer t=0.02,2577,MISC,,B023E/N,0,10.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-0000
Standard,1G Adjustment Washer t=0.03,2578,MISC,,B023E/N,0,0.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-B000
Standard,1G Adjustment Washer t=0.05,2579,MISC,,B023E/N,0,493.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-C000
Standard,1G Adjustment Washer t=0.08,2580,MISC,,B023E/N,0,23.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-D000
Standard,1G Adjustment Washer t=0.1,2581,MISC,,B023E/N,0,13.9,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-E000
Standard,1G Adjustment Washer t=0.2,2582,MISC,,B023E/N,0,2.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-F000
Standard,1G Adjustment Washer t=0.3,2583,MISC,,B023E/N,0,2.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002686-G000
Standard,Metal Barrel Assy,2584,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+AA4
Standard,2G Lens Diaphragm Assy,2585,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A81
Standard,VC FPC Retainer Plate,2586,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003183-0002
Standard,4G Post φ4.02-φ4.22,2587,MISC,,B023E/N,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002863-L001C
Standard,4G Tilt Adjustment Washer t=0.02,2588,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003673-0000
Standard,4G Tilt Adjustment Washer t=0.03,2589,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003673-B000
Standard,4G Tilt Adjustment Washer t=0.05,2590,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003673-C000
Standard,4G Tilt Adjustment Washer t=0.08,2591,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003673-D000
Standard,4G Tilt Adjustment Washer t=0.1,2592,MISC,,B023E/N,0,47.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003673-E000
Standard,4G Adjustment Washer A  t=0.02,2593,MISC,,B023E/N,0,31.7,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-0001
Standard,4G Adjustment Washer A  t=0.03,2594,MISC,,B023E/N,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-B001
Standard,4G Adjustment Washer A  t=0.05,2595,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-C001
Standard,4G Adjustment Washer A  t=0.08,2596,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-D001
Standard,4G Adjustment Washer A  t=0.1,2597,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-E001
Standard,4G Adjustment Washer A  t=0.2,2598,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002902-F001
Standard,4G Lens Assy,2599,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A99
Standard,4G Decorative Ring Assy,2600,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+AA2
Standard,4G Adjustment Spring,2601,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003191-B002
Standard,Zoom Ring Assy,2602,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A89
Standard,Zoom Rubber,2603,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002671-0001
Standard,Fixed Barrel Assy,2604,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A90
Standard,Focus Brush,2605,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002689-0001
Standard,Outer Barrel Assy,2606,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A91
Standard,Focus Ring Assy,2607,MISC,,B023E/N,0,26.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A92
Standard,Zoom Brush,2608,MISC,,B023E/N,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002688-0000
Standard,Rear Barrel Reinforcing Plate,2609,MISC,,B023E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003188-0001
Standard,Gyro Sensor Assy,2610,MISC,,B023E/N,0,1.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A96
Standard,Diaphragm Operating Lever Assy,2611,MISC,,B023E/N,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A98
Standard,Focus Window,2612,MISC,,B023E/N,0,4.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002857-0000
Standard,1G Post Screw,2613,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002864-0001C
Standard,2G Post φ3.82-φ4.02,2614,MISC,,B023E/N,0,3.7,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002862-L000
Standard,2G Post Screw,2615,MISC,,B023E/N,0,1.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002865-0000C
Standard,3G Lens VC Assy,2616,MISC,,B023E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A82
Standard,2G Sliding Frame Coupling Post,2617,MISC,,B023E/N,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,A5300187A00000C
Standard,4G Adjustment Screw,2618,MISC,,B023E/N,0,8.9,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002868-0001C
Standard,1G Post,2619,MISC,,B023E/N,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002861-L000
Standard,F. Gear Assy,2620,MISC,,B023E/N,0,1.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A93
Standard,Earth Flexible Board Assy,2621,MISC,,B023N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,EA000317-0001
Standard,Main Circuit Board Assy,2622,MISC,,B023N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A94
Standard,Contact Block Assy,2623,MISC,,B023N,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A95
Standard,Rear Barrel Assy,2624,MISC,,B023N,0,45.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A97
Standard,Mount Earth Washer,2625,MISC,,B023N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003102-0000
Standard,Mount Assy,2626,MISC,,B023N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+AA0
Standard,Rear Masking Barrel,2627,MISC,,B023N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP002894-0003
Standard,Semifinished Product Assy,2628,MISC,,B023N,0,36.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB023N0000+A80
Standard,Main Board Assy,2629,MISC,,B028E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028E0000+A81
Standard,Rear Barrel Assy,2630,MISC,,B028E,0,48.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028E0000+A82
Standard,Mount Assy,2631,MISC,,B028E,0,2.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028E0000+A83
Standard,Rear Masking Barrel,2632,MISC,,B028E,0,13.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003781-0001
Standard,Semifinished Product Assy,2633,MISC,,B028E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028E0000+A80
Standard,Decorative Ring,2634,MISC,,B028E/N,0,9.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+AA0
Standard,Filter Screw Frame,2635,MISC,,B028E/N,0,0.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003700-0001
Standard,1G Lens Frame Assy,2636,MISC,,B028E/N,0,492.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A96
Standard,"1G Tilt Adjustment Washer t=0,2",2637,MISC,,B028E/N,0,39.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003745-0000
Standard,"1G Tilt Adjustment Washer t=0,1",2638,MISC,,B028E/N,0,5.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003745-B000
Standard,"1G Tilt Adjustment Washer t=0,05",2639,MISC,,B028E/N,0,6.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003745-C000
Standard,"1G Tilt Adjustment Washer t=0,03",2640,MISC,,B028E/N,0,1.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003745-D000
Standard,"1G Tilt Adjustment Washer t=0,02",2641,MISC,,B028E/N,0,524.0,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003745-E000
Standard,1G Sliding Frame Assy,2642,MISC,,B028E/N,0,1.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A86
Standard,1G Post Shaft,2643,MISC,,B028E/N,0,1.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003729-0001
Standard,1G Post  (Cφ5.02),2644,MISC,,B028E/N,0,78.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003730-C001C
Standard,Zoom Coupling Post (φ4.50-3.55),2645,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003855-G000
Standard,Zoom Coupling Ring Assy,2646,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A87
Standard,Outer Barrel Assy,2647,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A85
Standard,2nd Cam Barrel Sheet,2648,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003753-0001
Standard,1st Cam Barrel Sheet,2649,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003755-0001
Standard,Metal Barrel Assy,2650,MISC,,B028E/N,0,1.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A83
Standard,2nd Cam Barrel Post,2651,MISC,,B028E/N,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003734-C003C
Standard,2G Decorative Sheet,2652,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003754-0001
Standard,2G Lens Frame Assy,2653,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A90
Standard,"2G Adjustment Washer t=0,2",2654,MISC,,B028E/N,0,18.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003744-0002
Standard,"2G Adjustment Washer t=0,1",2655,MISC,,B028E/N,0,2.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003744-B002
Standard,"2G Adjustment Washer t=0,05",2656,MISC,,B028E/N,0,0.7,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003744-C002
Standard,"2G Adjustment Washer t=0,03",2657,MISC,,B028E/N,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003744-D002
Standard,"2G Adjustment Washer t=0,02",2658,MISC,,B028E/N,0,46.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003744-E002
Standard,Focus Sliding Post Fφ3.995-4.505,2659,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003732-F001C
Standard,Focus Sliding Frame,2660,MISC,,B028E/N,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003724-0002
Standard,2G Sliding Screw,2661,MISC,,B028E/N,0,162.0,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003736-0000C
Standard,2G Sliding Post,2662,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003731-0001C
Standard,2G Sliding Frame Nut,2663,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003741-0002
Standard,2G Sliding Frame,2664,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003721-0001
Standard,Direct Thrust Post (Aφ4.50),2665,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003738-0002C
Standard,Direct Thrust Post (Bφ4.01),2666,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP004137-B0001
Standard,Direct Thrust Post Curler,2667,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP004138-0000
Standard,Direct Thrust Post (Bφ4.51),2668,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003738-B002C
Standard,Direct Thrust Post Screw,2669,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003739-0001C
Standard,3G Post (Mφ3.81-4.02),2670,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003733-M003C
Standard,3G Diaphragm Assy,2671,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A81
Standard,4G Post (Gφ4.01-4.52),2672,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,A5300155G00000C
Standard,Rotation Coupling Post,2673,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003735-B000C
Standard,5G Post (Lφ3.82-4.02),2674,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003923-L000C
Standard,5G Sliding Frame,2675,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003716-0004
Standard,5G Lens Frame Assy,2676,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A84
Standard,5G Decorative Sheet,2677,MISC,,B028E/N,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003920-0001
Standard,MF Insulation Sheet,2678,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003237-0000
Standard,Earth Leaf Spring A,2679,MISC,,B028E/N,0,29.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003899-0000
Standard,Post A (Cφ5.03),2680,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003999-C000C
Standard,Post Shaft A,2681,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003998-0001
Standard,Fluted Barrel Assy,2682,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A88
Standard,Support Post,2683,MISC,,B028E/N,0,3.0,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003857-0001
Standard,Click Plate,2684,MISC,,B028E/N,0,17.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003982-0001C
Standard,Zoom Ring Assy,2685,MISC,,B028E/N,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A89
Standard,Zoom Rubber,2686,MISC,,B028E/N,0,2.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003706-0000
Standard,Double Sided Tape  Earth FPC B,2687,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP001958-0000
Standard,Switch Assy,2688,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A95
Standard,Repair Tape A,2689,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP004161-0000
Standard,Repair Tape B,2690,MISC,,B028E/N,0,26.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP004159-0000
Standard,Repair Tape C,2691,MISC,,B028E/N,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,MP004160-0000
Standard,"2G Tilt Adjustment Washer t=0,2",2692,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP005340-0000
Standard,"2G Tilt Adjustment Washer t=0,1",2693,MISC,,B028E/N,0,3.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MP005340-B000
Standard,"2G Tilt Adjustment Washer t=0,05",2694,MISC,,B028E/N,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MP005340-C000
Standard,"2G Tilt Adjustment Washer t=0,03",2695,MISC,,B028E/N,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,MP005340-D000
Standard,"2G Tilt Adjustment Washer t=0,02",2696,MISC,,B028E/N,0,7.8,0,5,Own Stock,No Tax,exclusive,no_image.png,MP005340-E000
Standard,VC Broadcast Board Assy,2697,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,EA000371-0002
Standard,4G VC Assy,2698,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A82
Standard,F. Gear Assy,2699,MISC,,B028E/N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A91
Standard,Main Board Assy,2700,MISC,,B028N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A92
Standard,Rear Barrel Assy,2701,MISC,,B028N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A93
Standard,Earth Leaf Spring B,2702,MISC,,B028N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003897-0000
Standard,Mount Assy,2703,MISC,,B028N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A94
Standard,Rear Masking Barrel,2704,MISC,,B028N,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,MP003768-0000
Standard,Semifinished Product Assy,2705,MISC,,B028N,0,0.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AB028N0000+A80
Standard,1G Decoration Ring Assy,2706,MISC,,C001F,0,56.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A92
Standard,1G Lens Frame Assy,2707,MISC,,C001F,0,18.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A91
Standard,1G-5G Lens Assy,2708,MISC,,C001F,0,39.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A81
Standard,Fluted Barrel Assy,2709,MISC,,C001F,0,5.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A82
Standard,Middle Barrel Friction Cloth,2710,MISC,,C001F,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,A5A00606-00000
Standard,Middle Barrel Assy,2711,MISC,,C001F,0,6.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A84
Standard,Middle Barrel Assy （Silver）,2712,MISC,,C001F,0,1.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F00S1+A82
Standard,G17 Lens Frame Assy,2713,MISC,,C001F,0,525.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A89
Standard,Zoom Ring Assy (Silver),2714,MISC,,C001F,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F00S1+A81
Standard,Zoom Ring Assy,2715,MISC,,C001F,0,42.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A83
Standard,Main Circuit Board Assy,2716,MISC,,C001F,0,296.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A86
Standard,Zoom Rubber,2717,MISC,,C001F,0,8.0,0,5,Own Stock,No Tax,exclusive,no_image.png,A5A00599-00000
Standard,Rear Barrel Assy,2718,MISC,,C001F,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A88
Standard,Rear Barrel Assy（Silver）,2719,MISC,,C001F,0,14.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F00S1+A83
Standard,Contact Circuit Board Assy,2720,MISC,,C001F,0,14.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A87
Standard,Earth Board,2721,MISC,,C001F,0,11.7,0,5,Own Stock,No Tax,exclusive,no_image.png,A3200410-00000
Standard,Adjustment Washer T=0.1,2722,MISC,,C001F,0,12.7,0,5,Own Stock,No Tax,exclusive,no_image.png,A3300188A00000
Standard,Mount Assy,2723,MISC,,C001F,0,12.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A90
Standard,Rear Masking Barrel　Assy,2724,MISC,,C001F,0,35.9,0,5,Own Stock,No Tax,exclusive,no_image.png,A4001117-00000
Standard,Zoom Ring Sheet,2725,MISC,,C001F,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,A5A00611-00000
Standard,2G Decoration Ring Assy,2726,MISC,,C001F,0,20.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AC001F0001+A94
Standard,Zoom Coupling Post B,2727,MISC,,C001F,0,19.2,0,5,Own Stock,No Tax,exclusive,no_image.png,A5300172A00020
Standard,Zoom Coupling Post Screw,2728,MISC,,C001F,0,1.7,0,5,Own Stock,No Tax,exclusive,no_image.png,A5900213-00010
Standard,Stopper Post,2729,MISC,,C001F,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,A5300193-00020
